state,district,case,cured,active,death 
"bihar","patna","<div class=""td-dc"">23189</div><div class=""td-ddc""><span class=""skgm-inc""></span>203</div>","<div class=""td-dr"">20930</div><div class=""td-ddr""><span class=""skgm-inc""></span>144</div>","<div class=""td-da"">2081</div>","<div class=""td-dd"">178</div><div class=""td-ddd""></div>"
"bihar","muzaffarpur","<div class=""td-dc"">6726</div><div class=""td-ddc""><span class=""skgm-inc""></span>68</div>","<div class=""td-dr"">5913</div><div class=""td-ddr""><span class=""skgm-inc""></span>101</div>","<div class=""td-da"">785</div>","<div class=""td-dd"">28</div><div class=""td-ddd""></div>"
"bihar","bhagalpur","<div class=""td-dc"">6273</div><div class=""td-ddc""><span class=""skgm-inc""></span>62</div>","<div class=""td-dr"">5455</div><div class=""td-ddr""><span class=""skgm-inc""></span>94</div>","<div class=""td-da"">767</div>","<div class=""td-dd"">51</div><div class=""td-ddd""></div>"
"bihar","begusarai","<div class=""td-dc"">5727</div><div class=""td-ddc""><span class=""skgm-inc""></span>32</div>","<div class=""td-dr"">5381</div><div class=""td-ddr""><span class=""skgm-inc""></span>45</div>","<div class=""td-da"">323</div>","<div class=""td-dd"">23</div><div class=""td-ddd""></div>"
"bihar","east champaran","<div class=""td-dc"">5626</div><div class=""td-ddc""><span class=""skgm-inc""></span>47</div>","<div class=""td-dr"">4994</div><div class=""td-ddr""><span class=""skgm-inc""></span>75</div>","<div class=""td-da"">599</div>","<div class=""td-dd"">33</div><div class=""td-ddd""><span class=""skgm-inc""></span>5</div>"
"bihar","madhubani","<div class=""td-dc"">5163</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">4540</div><div class=""td-ddr""><span class=""skgm-inc""></span>80</div>","<div class=""td-da"">614</div>","<div class=""td-dd"">9</div><div class=""td-ddd""></div>"
"bihar","gaya","<div class=""td-dc"">5003</div><div class=""td-ddc""><span class=""skgm-inc""></span>29</div>","<div class=""td-dr"">4539</div><div class=""td-ddr""><span class=""skgm-inc""></span>20</div>","<div class=""td-da"">420</div>","<div class=""td-dd"">44</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"bihar","nalanda","<div class=""td-dc"">4940</div><div class=""td-ddc""><span class=""skgm-inc""></span>61</div>","<div class=""td-dr"">4558</div><div class=""td-ddr""><span class=""skgm-inc""></span>52</div>","<div class=""td-da"">348</div>","<div class=""td-dd"">34</div><div class=""td-ddd""></div>"
"bihar","katihar","<div class=""td-dc"">4926</div><div class=""td-ddc""><span class=""skgm-inc""></span>27</div>","<div class=""td-dr"">4592</div><div class=""td-ddr""><span class=""skgm-inc""></span>50</div>","<div class=""td-da"">326</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"bihar","saran","<div class=""td-dc"">4796</div><div class=""td-ddc""><span class=""skgm-inc""></span>41</div>","<div class=""td-dr"">4263</div><div class=""td-ddr""><span class=""skgm-inc""></span>56</div>","<div class=""td-da"">508</div>","<div class=""td-dd"">25</div><div class=""td-ddd""></div>"
"bihar","purnia","<div class=""td-dc"">4768</div><div class=""td-ddc""><span class=""skgm-inc""></span>55</div>","<div class=""td-dr"">4030</div><div class=""td-ddr""><span class=""skgm-inc""></span>72</div>","<div class=""td-da"">733</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"bihar","rohtas","<div class=""td-dc"">4676</div><div class=""td-ddc""><span class=""skgm-inc""></span>36</div>","<div class=""td-dr"">4365</div><div class=""td-ddr""><span class=""skgm-inc""></span>36</div>","<div class=""td-da"">279</div>","<div class=""td-dd"">32</div><div class=""td-ddd""></div>"
"bihar","west champaran","<div class=""td-dc"">3991</div><div class=""td-ddc""><span class=""skgm-inc""></span>43</div>","<div class=""td-dr"">3547</div><div class=""td-ddr""><span class=""skgm-inc""></span>55</div>","<div class=""td-da"">428</div>","<div class=""td-dd"">16</div><div class=""td-ddd""></div>"
"bihar","araria","<div class=""td-dc"">3972</div><div class=""td-ddc""><span class=""skgm-inc""></span>58</div>","<div class=""td-dr"">3029</div><div class=""td-ddr""><span class=""skgm-inc""></span>112</div>","<div class=""td-da"">932</div>","<div class=""td-dd"">11</div><div class=""td-ddd""></div>"
"bihar","saharsa","<div class=""td-dc"">3833</div><div class=""td-ddc""><span class=""skgm-inc""></span>111</div>","<div class=""td-dr"">3316</div><div class=""td-ddr""><span class=""skgm-inc""></span>99</div>","<div class=""td-da"">512</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"bihar","bhojpur","<div class=""td-dc"">3786</div><div class=""td-ddc""><span class=""skgm-inc""></span>27</div>","<div class=""td-dr"">3554</div><div class=""td-ddr""><span class=""skgm-inc""></span>42</div>","<div class=""td-da"">204</div>","<div class=""td-dd"">28</div><div class=""td-ddd""></div>"
"bihar","samastipur","<div class=""td-dc"">3715</div><div class=""td-ddc""><span class=""skgm-inc""></span>36</div>","<div class=""td-dr"">3304</div><div class=""td-ddr""><span class=""skgm-inc""></span>41</div>","<div class=""td-da"">386</div>","<div class=""td-dd"">25</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"bihar","vaishali","<div class=""td-dc"">3690</div><div class=""td-ddc""><span class=""skgm-inc""></span>17</div>","<div class=""td-dr"">3434</div><div class=""td-ddr""><span class=""skgm-inc""></span>23</div>","<div class=""td-da"">228</div>","<div class=""td-dd"">27</div><div class=""td-ddd""></div>"
"bihar","siwan","<div class=""td-dc"">3226</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">2928</div><div class=""td-ddr""><span class=""skgm-inc""></span>19</div>","<div class=""td-da"">279</div>","<div class=""td-dd"">19</div><div class=""td-ddd""></div>"
"bihar","gopalganj","<div class=""td-dc"">3144</div><div class=""td-ddc""><span class=""skgm-inc""></span>50</div>","<div class=""td-dr"">2738</div><div class=""td-ddr""><span class=""skgm-inc""></span>36</div>","<div class=""td-da"">404</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"bihar","aurangabad","<div class=""td-dc"">3135</div><div class=""td-ddc""><span class=""skgm-inc""></span>33</div>","<div class=""td-dr"">2728</div><div class=""td-ddr""><span class=""skgm-inc""></span>35</div>","<div class=""td-da"">399</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"bihar","buxar","<div class=""td-dc"">3127</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">2906</div><div class=""td-ddr""><span class=""skgm-inc""></span>27</div>","<div class=""td-da"">211</div>","<div class=""td-dd"">10</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"bihar","sitamarhi","<div class=""td-dc"">2997</div><div class=""td-ddc""><span class=""skgm-inc""></span>12</div>","<div class=""td-dr"">2704</div><div class=""td-ddr""><span class=""skgm-inc""></span>14</div>","<div class=""td-da"">283</div>","<div class=""td-dd"">10</div><div class=""td-ddd""></div>"
"bihar","supaul","<div class=""td-dc"">2914</div><div class=""td-ddc""><span class=""skgm-inc""></span>41</div>","<div class=""td-dr"">2481</div><div class=""td-ddr""><span class=""skgm-inc""></span>48</div>","<div class=""td-da"">426</div>","<div class=""td-dd"">7</div><div class=""td-ddd""></div>"
"bihar","darbhanga","<div class=""td-dc"">2618</div><div class=""td-ddc""><span class=""skgm-inc""></span>51</div>","<div class=""td-dr"">2248</div><div class=""td-ddr""><span class=""skgm-inc""></span>55</div>","<div class=""td-da"">351</div>","<div class=""td-dd"">19</div><div class=""td-ddd""></div>"
"bihar","jehanabad","<div class=""td-dc"">2580</div><div class=""td-ddc""><span class=""skgm-inc""></span>32</div>","<div class=""td-dr"">2342</div><div class=""td-ddr""><span class=""skgm-inc""></span>37</div>","<div class=""td-da"">230</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"bihar","munger","<div class=""td-dc"">2533</div><div class=""td-ddc""><span class=""skgm-inc""></span>20</div>","<div class=""td-dr"">2315</div><div class=""td-ddr""><span class=""skgm-inc""></span>16</div>","<div class=""td-da"">186</div>","<div class=""td-dd"">32</div><div class=""td-ddd""></div>"
"bihar","madhepura","<div class=""td-dc"">2488</div><div class=""td-ddc""><span class=""skgm-inc""></span>47</div>","<div class=""td-dr"">2091</div><div class=""td-ddr""><span class=""skgm-inc""></span>51</div>","<div class=""td-da"">388</div>","<div class=""td-dd"">9</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"bihar","kishanganj","<div class=""td-dc"">2468</div><div class=""td-ddc""><span class=""skgm-inc""></span>54</div>","<div class=""td-dr"">2089</div><div class=""td-ddr""><span class=""skgm-inc""></span>22</div>","<div class=""td-da"">373</div>","<div class=""td-dd"">6</div><div class=""td-ddd""></div>"
"bihar","khagaria","<div class=""td-dc"">2403</div><div class=""td-ddc""><span class=""skgm-inc""></span>3</div>","<div class=""td-dr"">2253</div><div class=""td-ddr""><span class=""skgm-inc""></span>22</div>","<div class=""td-da"">141</div>","<div class=""td-dd"">9</div><div class=""td-ddd""></div>"
"bihar","nawada","<div class=""td-dc"">2373</div><div class=""td-ddc""><span class=""skgm-inc""></span>15</div>","<div class=""td-dr"">2121</div><div class=""td-ddr""><span class=""skgm-inc""></span>12</div>","<div class=""td-da"">238</div>","<div class=""td-dd"">14</div><div class=""td-ddd""></div>"
"bihar","lakhisarai","<div class=""td-dc"">2043</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">1800</div><div class=""td-ddr""><span class=""skgm-inc""></span>10</div>","<div class=""td-da"">238</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"bihar","sheikhpura","<div class=""td-dc"">1895</div><div class=""td-ddc""><span class=""skgm-inc""></span>13</div>","<div class=""td-dr"">1743</div><div class=""td-ddr""><span class=""skgm-inc""></span>19</div>","<div class=""td-da"">147</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"bihar","banka","<div class=""td-dc"">1880</div><div class=""td-ddc""><span class=""skgm-inc""></span>18</div>","<div class=""td-dr"">1651</div><div class=""td-ddr""><span class=""skgm-inc""></span>26</div>","<div class=""td-da"">222</div>","<div class=""td-dd"">7</div><div class=""td-ddd""></div>"
"bihar","jamui","<div class=""td-dc"">1793</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">1588</div><div class=""td-ddr""><span class=""skgm-inc""></span>32</div>","<div class=""td-da"">199</div>","<div class=""td-dd"">6</div><div class=""td-ddd""></div>"
"bihar","arwal","<div class=""td-dc"">1478</div><div class=""td-ddc""><span class=""skgm-inc""></span>16</div>","<div class=""td-dr"">1299</div><div class=""td-ddr""><span class=""skgm-inc""></span>12</div>","<div class=""td-da"">172</div>","<div class=""td-dd"">7</div><div class=""td-ddd""></div>"
"bihar","kaimur","<div class=""td-dc"">1401</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">1276</div><div class=""td-ddr""><span class=""skgm-inc""></span>3</div>","<div class=""td-da"">116</div>","<div class=""td-dd"">9</div><div class=""td-ddd""></div>"
"bihar","sheohar","<div class=""td-dc"">896</div><div class=""td-ddc""><span class=""skgm-inc""></span>9</div>","<div class=""td-dr"">746</div><div class=""td-ddr""><span class=""skgm-inc""></span>9</div>","<div class=""td-da"">149</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"telangana","hyderabad","<div class=""td-dc"">54458</div><div class=""td-ddc""><span class=""skgm-inc""></span>322</div>","<div class=""td-dr"">305</div><div class=""td-ddr""></div>","<div class=""td-da"">54130</div>","<div class=""td-dd"">23</div><div class=""td-ddd""></div>"
"telangana","ranga reddy","<div class=""td-dc"">12168</div><div class=""td-ddc""><span class=""skgm-inc""></span>188</div>","<div class=""td-dr"">17</div><div class=""td-ddr""></div>","<div class=""td-da"">12149</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"telangana","medchal malkajgiri","<div class=""td-dc"">8414</div><div class=""td-ddc""><span class=""skgm-inc""></span>183</div>","<div class=""td-dr"">9</div><div class=""td-ddr""></div>","<div class=""td-da"">8404</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"telangana","karimnagar","<div class=""td-dc"">6009</div><div class=""td-ddc""><span class=""skgm-inc""></span>120</div>","<div class=""td-dr"">16</div><div class=""td-ddr""></div>","<div class=""td-da"">5993</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","warangal urban","<div class=""td-dc"">5762</div><div class=""td-ddc""><span class=""skgm-inc""></span>124</div>","<div class=""td-dr"">23</div><div class=""td-ddr""></div>","<div class=""td-da"">5739</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","nalgonda","<div class=""td-dc"">4654</div><div class=""td-ddc""><span class=""skgm-inc""></span>108</div>","<div class=""td-dr"">12</div><div class=""td-ddr""></div>","<div class=""td-da"">4642</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","nizamabad","<div class=""td-dc"">4245</div><div class=""td-ddc""><span class=""skgm-inc""></span>101</div>","<div class=""td-dr"">30</div><div class=""td-ddr""></div>","<div class=""td-da"">4215</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","khammam","<div class=""td-dc"">4109</div><div class=""td-ddc""><span class=""skgm-inc""></span>94</div>","<div class=""td-dr"">3</div><div class=""td-ddr""></div>","<div class=""td-da"">4106</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","sangareddy","<div class=""td-dc"">3830</div><div class=""td-ddc""><span class=""skgm-inc""></span>64</div>","<div class=""td-dr"">6</div><div class=""td-ddr""></div>","<div class=""td-da"">3824</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","suryapet","<div class=""td-dc"">2987</div><div class=""td-ddc""><span class=""skgm-inc""></span>96</div>","<div class=""td-dr"">24</div><div class=""td-ddr""></div>","<div class=""td-da"">2963</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","siddipet","<div class=""td-dc"">2961</div><div class=""td-ddc""><span class=""skgm-inc""></span>88</div>","<div class=""td-dr"">1</div><div class=""td-ddr""></div>","<div class=""td-da"">2960</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","peddapalli","<div class=""td-dc"">2813</div><div class=""td-ddc""><span class=""skgm-inc""></span>71</div>","<div class=""td-dr"">1</div><div class=""td-ddr""></div>","<div class=""td-da"">2812</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","jagtial","<div class=""td-dc"">2670</div><div class=""td-ddc""><span class=""skgm-inc""></span>79</div>","<div class=""td-dr"">2</div><div class=""td-ddr""></div>","<div class=""td-da"">2668</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","kamareddy","<div class=""td-dc"">2643</div><div class=""td-ddc""><span class=""skgm-inc""></span>94</div>","<div class=""td-dr"">8</div><div class=""td-ddr""></div>","<div class=""td-da"">2635</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"telangana","bhadradri kothagudem","<div class=""td-dc"">2501</div><div class=""td-ddc""><span class=""skgm-inc""></span>83</div>","<div class=""td-dr"">4</div><div class=""td-ddr""></div>","<div class=""td-da"">2497</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
