state,district,case,cured,active,death 
"chhattisgarh","balod","<div class=""td-dc"">823</div><div class=""td-ddc""><span class=""skgm-inc""></span>22</div>","<div class=""td-dr"">381</div><div class=""td-ddr""><span class=""skgm-inc""></span>16</div>","<div class=""td-da"">441</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"chhattisgarh","sukma","<div class=""td-dc"">744</div><div class=""td-ddc""><span class=""skgm-inc""></span>49</div>","<div class=""td-dr"">487</div><div class=""td-ddr""><span class=""skgm-inc""></span>22</div>","<div class=""td-da"">255</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"chhattisgarh","bijapur","<div class=""td-dc"">743</div><div class=""td-ddc""><span class=""skgm-inc""></span>2</div>","<div class=""td-dr"">467</div><div class=""td-ddr""><span class=""skgm-inc""></span>237</div>","<div class=""td-da"">270</div>","<div class=""td-dd"">6</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"chhattisgarh","kabeerdham","<div class=""td-dc"">724</div><div class=""td-ddc""><span class=""skgm-inc""></span>56</div>","<div class=""td-dr"">301</div><div class=""td-ddr""></div>","<div class=""td-da"">419</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"chhattisgarh","dhamtari","<div class=""td-dc"">717</div><div class=""td-ddc""><span class=""skgm-inc""></span>35</div>","<div class=""td-dr"">307</div><div class=""td-ddr""><span class=""skgm-inc""></span>7</div>","<div class=""td-da"">408</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"chhattisgarh","narayanpur","<div class=""td-dc"">677</div><div class=""td-ddc""><span class=""skgm-inc""></span>59</div>","<div class=""td-dr"">531</div><div class=""td-ddr""></div>","<div class=""td-da"">146</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"chhattisgarh","koriya","<div class=""td-dc"">656</div><div class=""td-ddc""><span class=""skgm-inc""></span>50</div>","<div class=""td-dr"">334</div><div class=""td-ddr""><span class=""skgm-inc""></span>10</div>","<div class=""td-da"">315</div>","<div class=""td-dd"">7</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"chhattisgarh","jashpur","<div class=""td-dc"">634</div><div class=""td-ddc""><span class=""skgm-inc""></span>32</div>","<div class=""td-dr"">438</div><div class=""td-ddr""><span class=""skgm-inc""></span>12</div>","<div class=""td-da"">194</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"chhattisgarh","surajpur","<div class=""td-dc"">630</div><div class=""td-ddc""><span class=""skgm-inc""></span>35</div>","<div class=""td-dr"">307</div><div class=""td-ddr""><span class=""skgm-inc""></span>18</div>","<div class=""td-da"">319</div>","<div class=""td-dd"">4</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"chhattisgarh","dakshin bastar dantewada","<div class=""td-dc"">595</div><div class=""td-ddc""><span class=""skgm-inc""></span>28</div>","<div class=""td-dr"">274</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">318</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"chhattisgarh","bametara","<div class=""td-dc"">565</div><div class=""td-ddc""><span class=""skgm-inc""></span>42</div>","<div class=""td-dr"">410</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">150</div>","<div class=""td-dd"">5</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"chhattisgarh","gariaband","<div class=""td-dc"">561</div><div class=""td-ddc""><span class=""skgm-inc""></span>19</div>","<div class=""td-dr"">376</div><div class=""td-ddr""><span class=""skgm-inc""></span>63</div>","<div class=""td-da"">180</div>","<div class=""td-dd"">5</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"chhattisgarh","mungeli","<div class=""td-dc"">527</div><div class=""td-ddc""><span class=""skgm-inc""></span>21</div>","<div class=""td-dr"">303</div><div class=""td-ddr""><span class=""skgm-inc""></span>14</div>","<div class=""td-da"">224</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"chhattisgarh","kondagaon","<div class=""td-dc"">516</div><div class=""td-ddc""><span class=""skgm-inc""></span>18</div>","<div class=""td-dr"">279</div><div class=""td-ddr""><span class=""skgm-inc""></span>1</div>","<div class=""td-da"">236</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"chhattisgarh","balrampur","<div class=""td-dc"">488</div><div class=""td-ddc""><span class=""skgm-inc""></span>43</div>","<div class=""td-dr"">307</div><div class=""td-ddr""><span class=""skgm-inc""></span>7</div>","<div class=""td-da"">180</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"chhattisgarh","other state","<div class=""td-dc"">114</div><div class=""td-ddc""><span class=""skgm-inc""></span>8</div>","<div class=""td-dr"">40</div><div class=""td-ddr""><span class=""skgm-inc""></span>5</div>","<div class=""td-da"">63</div>","<div class=""td-dd"">11</div><div class=""td-ddd""></div>"
"chhattisgarh","gaurela pendra marwahi","<div class=""td-dc"">79</div><div class=""td-ddc""><span class=""skgm-inc""></span>13</div>","<div class=""td-dr"">34</div><div class=""td-ddr""></div>","<div class=""td-da"">45</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"jammu and kashmir","srinagar","<div class=""td-dc"">10764</div><div class=""td-ddc""><span class=""skgm-inc""></span>256</div>","<div class=""td-dr"">8994</div><div class=""td-ddr""><span class=""skgm-inc""></span>163</div>","<div class=""td-da"">1526</div>","<div class=""td-dd"">244</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"jammu and kashmir","jammu","<div class=""td-dc"">6861</div><div class=""td-ddc""><span class=""skgm-inc""></span>583</div>","<div class=""td-dr"">2389</div><div class=""td-ddr""><span class=""skgm-inc""></span>23</div>","<div class=""td-da"">4399</div>","<div class=""td-dd"">73</div><div class=""td-ddd""><span class=""skgm-inc""></span>5</div>"
"jammu and kashmir","baramulla","<div class=""td-dc"">3199</div><div class=""td-ddc""><span class=""skgm-inc""></span>85</div>","<div class=""td-dr"">2387</div><div class=""td-ddr""><span class=""skgm-inc""></span>3</div>","<div class=""td-da"">703</div>","<div class=""td-dd"">109</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"jammu and kashmir","budgam","<div class=""td-dc"">3088</div><div class=""td-ddc""><span class=""skgm-inc""></span>71</div>","<div class=""td-dr"">2183</div><div class=""td-ddr""><span class=""skgm-inc""></span>41</div>","<div class=""td-da"">839</div>","<div class=""td-dd"">66</div><div class=""td-ddd""></div>"
"jammu and kashmir","pulwama","<div class=""td-dc"">2967</div><div class=""td-ddc""><span class=""skgm-inc""></span>40</div>","<div class=""td-dr"">2459</div><div class=""td-ddr""><span class=""skgm-inc""></span>76</div>","<div class=""td-da"">448</div>","<div class=""td-dd"">60</div><div class=""td-ddd""></div>"
"jammu and kashmir","anantnag","<div class=""td-dc"">2713</div><div class=""td-ddc""><span class=""skgm-inc""></span>69</div>","<div class=""td-dr"">2021</div><div class=""td-ddr""><span class=""skgm-inc""></span>7</div>","<div class=""td-da"">639</div>","<div class=""td-dd"">53</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"jammu and kashmir","kupwara","<div class=""td-dc"">2524</div><div class=""td-ddc""><span class=""skgm-inc""></span>50</div>","<div class=""td-dr"">1702</div><div class=""td-ddr""><span class=""skgm-inc""></span>34</div>","<div class=""td-da"">766</div>","<div class=""td-dd"">56</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"jammu and kashmir","bandipora","<div class=""td-dc"">2502</div><div class=""td-ddc""><span class=""skgm-inc""></span>75</div>","<div class=""td-dr"">1845</div><div class=""td-ddr""><span class=""skgm-inc""></span>149</div>","<div class=""td-da"">630</div>","<div class=""td-dd"">27</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"jammu and kashmir","kulgam","<div class=""td-dc"">2026</div><div class=""td-ddc""><span class=""skgm-inc""></span>16</div>","<div class=""td-dr"">1875</div><div class=""td-ddr""><span class=""skgm-inc""></span>25</div>","<div class=""td-da"">111</div>","<div class=""td-dd"">40</div><div class=""td-ddd""></div>"
"jammu and kashmir","ganderbal","<div class=""td-dc"">1867</div><div class=""td-ddc""><span class=""skgm-inc""></span>38</div>","<div class=""td-dr"">1383</div><div class=""td-ddr""><span class=""skgm-inc""></span>27</div>","<div class=""td-da"">459</div>","<div class=""td-dd"">25</div><div class=""td-ddd""></div>"
"jammu and kashmir","shopiyan","<div class=""td-dc"">1795</div><div class=""td-ddc""><span class=""skgm-inc""></span>23</div>","<div class=""td-dr"">1656</div><div class=""td-ddr""><span class=""skgm-inc""></span>43</div>","<div class=""td-da"">110</div>","<div class=""td-dd"">29</div><div class=""td-ddd""></div>"
"jammu and kashmir","rajouri","<div class=""td-dc"">1169</div><div class=""td-ddc""><span class=""skgm-inc""></span>71</div>","<div class=""td-dr"">827</div><div class=""td-ddr""><span class=""skgm-inc""></span>5</div>","<div class=""td-da"">330</div>","<div class=""td-dd"">12</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"jammu and kashmir","udhampur","<div class=""td-dc"">1166</div><div class=""td-ddc""><span class=""skgm-inc""></span>77</div>","<div class=""td-dr"">761</div><div class=""td-ddr""><span class=""skgm-inc""></span>13</div>","<div class=""td-da"">401</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"jammu and kashmir","kathua","<div class=""td-dc"">1158</div><div class=""td-ddc""><span class=""skgm-inc""></span>36</div>","<div class=""td-dr"">813</div><div class=""td-ddr""><span class=""skgm-inc""></span>9</div>","<div class=""td-da"">334</div>","<div class=""td-dd"">11</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"jammu and kashmir","samba","<div class=""td-dc"">900</div><div class=""td-ddc""><span class=""skgm-inc""></span>30</div>","<div class=""td-dr"">599</div><div class=""td-ddr""><span class=""skgm-inc""></span>1</div>","<div class=""td-da"">296</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"jammu and kashmir","ramban","<div class=""td-dc"">728</div><div class=""td-ddc""><span class=""skgm-inc""></span>18</div>","<div class=""td-dr"">652</div><div class=""td-ddr""></div>","<div class=""td-da"">75</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"jammu and kashmir","doda","<div class=""td-dc"">608</div><div class=""td-ddc""><span class=""skgm-inc""></span>31</div>","<div class=""td-dr"">385</div><div class=""td-ddr""></div>","<div class=""td-da"">215</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"jammu and kashmir","punch","<div class=""td-dc"">601</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">384</div><div class=""td-ddr""></div>","<div class=""td-da"">211</div>","<div class=""td-dd"">6</div><div class=""td-ddd""></div>"
"jammu and kashmir","reasi","<div class=""td-dc"">507</div><div class=""td-ddc""><span class=""skgm-inc""></span>28</div>","<div class=""td-dr"">345</div><div class=""td-ddr""></div>","<div class=""td-da"">160</div>","<div class=""td-dd"">2</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"jammu and kashmir","kishtwar","<div class=""td-dc"">399</div><div class=""td-ddc""><span class=""skgm-inc""></span>9</div>","<div class=""td-dr"">211</div><div class=""td-ddr""><span class=""skgm-inc""></span>1</div>","<div class=""td-da"">187</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"jammu and kashmir","muzaffarabad","<div class=""td-dc"">0</div><div class=""td-ddc""></div>","<div class=""td-dr"">0</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"jammu and kashmir","mirpur","<div class=""td-dc"">0</div><div class=""td-ddc""></div>","<div class=""td-dr"">0</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"uttarakhand","dehradun","<div class=""td-dc"">6116</div><div class=""td-ddc""><span class=""skgm-inc""></span>251</div>","<div class=""td-dr"">3736</div><div class=""td-ddr""><span class=""skgm-inc""></span>70</div>","<div class=""td-da"">2169</div>","<div class=""td-dd"">181</div><div class=""td-ddd""><span class=""skgm-inc""></span>5</div>"
"uttarakhand","haridwar","<div class=""td-dc"">5832</div><div class=""td-ddc""><span class=""skgm-inc""></span>142</div>","<div class=""td-dr"">4386</div><div class=""td-ddr""><span class=""skgm-inc""></span>100</div>","<div class=""td-da"">1372</div>","<div class=""td-dd"">58</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"uttarakhand","udham singh nagar","<div class=""td-dc"">4948</div><div class=""td-ddc""><span class=""skgm-inc""></span>321</div>","<div class=""td-dr"">3587</div><div class=""td-ddr""><span class=""skgm-inc""></span>300</div>","<div class=""td-da"">1310</div>","<div class=""td-dd"">39</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"uttarakhand","nainital","<div class=""td-dc"">3577</div><div class=""td-ddc""><span class=""skgm-inc""></span>36</div>","<div class=""td-dr"">2344</div><div class=""td-ddr""><span class=""skgm-inc""></span>62</div>","<div class=""td-da"">1160</div>","<div class=""td-dd"">71</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"uttarakhand","tehri garhwal","<div class=""td-dc"">1611</div><div class=""td-ddc""><span class=""skgm-inc""></span>82</div>","<div class=""td-dr"">1118</div><div class=""td-ddr""><span class=""skgm-inc""></span>98</div>","<div class=""td-da"">491</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"uttarakhand","uttarkashi","<div class=""td-dc"">1186</div><div class=""td-ddc""><span class=""skgm-inc""></span>23</div>","<div class=""td-dr"">853</div><div class=""td-ddr""><span class=""skgm-inc""></span>18</div>","<div class=""td-da"">329</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"uttarakhand","pauri garhwal","<div class=""td-dc"">937</div><div class=""td-ddc""><span class=""skgm-inc""></span>68</div>","<div class=""td-dr"">442</div><div class=""td-ddr""><span class=""skgm-inc""></span>16</div>","<div class=""td-da"">474</div>","<div class=""td-dd"">10</div><div class=""td-ddd""></div>"
"uttarakhand","almora","<div class=""td-dc"">813</div><div class=""td-ddc""><span class=""skgm-inc""></span>35</div>","<div class=""td-dr"">526</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">284</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"uttarakhand","champawat","<div class=""td-dc"">491</div><div class=""td-ddc""><span class=""skgm-inc""></span>51</div>","<div class=""td-dr"">233</div><div class=""td-ddr""><span class=""skgm-inc""></span>12</div>","<div class=""td-da"">256</div>","<div class=""td-dd"">2</div><div class=""td-ddd""><span class=""skgm-dec""></span>1</div>"
"uttarakhand","pithoragarh","<div class=""td-dc"">487</div><div class=""td-ddc""><span class=""skgm-inc""></span>27</div>","<div class=""td-dr"">273</div><div class=""td-ddr""><span class=""skgm-inc""></span>55</div>","<div class=""td-da"">212</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"uttarakhand","chamoli","<div class=""td-dc"">466</div><div class=""td-ddc""><span class=""skgm-inc""></span>32</div>","<div class=""td-dr"">326</div><div class=""td-ddr""><span class=""skgm-inc""></span>20</div>","<div class=""td-da"">137</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"uttarakhand","rudraprayag","<div class=""td-dc"">416</div><div class=""td-ddc""><span class=""skgm-inc""></span>49</div>","<div class=""td-dr"">213</div><div class=""td-ddr""><span class=""skgm-inc""></span>33</div>","<div class=""td-da"">201</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"uttarakhand","bageshwar","<div class=""td-dc"">331</div><div class=""td-ddc""></div>","<div class=""td-dr"">225</div><div class=""td-ddr""><span class=""skgm-inc""></span>1</div>","<div class=""td-da"">105</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"goa","unknown","<div class=""td-dc"">15872</div><div class=""td-ddc""></div>","<div class=""td-dr"">14595</div><div class=""td-ddr""></div>","<div class=""td-da"">1207</div>","<div class=""td-dd"">70</div><div class=""td-ddd""></div>"
"goa","south goa","<div class=""td-dc"">3511</div><div class=""td-ddc""></div>","<div class=""td-dr"">1407</div><div class=""td-ddr""></div>","<div class=""td-da"">1978</div>","<div class=""td-dd"">126</div><div class=""td-ddd""></div>"
"goa","north goa","<div class=""td-dc"">2668</div><div class=""td-ddc""></div>","<div class=""td-dr"">964</div><div class=""td-ddr""></div>","<div class=""td-da"">1639</div>","<div class=""td-dd"">65</div><div class=""td-ddd""></div>"
"goa","other state","<div class=""td-dc"">200</div><div class=""td-ddc""></div>","<div class=""td-dr"">190</div><div class=""td-ddr""></div>","<div class=""td-da"">9</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"puducherry","puducherry","<div class=""td-dc"">15775</div><div class=""td-ddc""><span class=""skgm-inc""></span>296</div>","<div class=""td-dr"">11215</div><div class=""td-ddr""><span class=""skgm-inc""></span>318</div>","<div class=""td-da"">4266</div>","<div class=""td-dd"">294</div><div class=""td-ddd""><span class=""skgm-inc""></span>9</div>"
"puducherry","yanam","<div class=""td-dc"">1150</div><div class=""td-ddc""><span class=""skgm-inc""></span>22</div>","<div class=""td-dr"">836</div><div class=""td-ddr""><span class=""skgm-inc""></span>38</div>","<div class=""td-da"">281</div>","<div class=""td-dd"">33</div><div class=""td-ddd""></div>"
"puducherry","karaikal","<div class=""td-dc"">1064</div><div class=""td-ddc""><span class=""skgm-inc""></span>2</div>","<div class=""td-dr"">863</div><div class=""td-ddr""><span class=""skgm-inc""></span>24</div>","<div class=""td-da"">181</div>","<div class=""td-dd"">20</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"puducherry","mahe","<div class=""td-dc"">95</div><div class=""td-ddc""><span class=""skgm-inc""></span>15</div>","<div class=""td-dr"">53</div><div class=""td-ddr""><span class=""skgm-inc""></span>6</div>","<div class=""td-da"">42</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"tripura","west tripura","<div class=""td-dc"">6129</div><div class=""td-ddc""><span class=""skgm-inc""></span>229</div>","<div class=""td-dr"">2993</div><div class=""td-ddr""><span class=""skgm-inc""></span>117</div>","<div class=""td-da"">3041</div>","<div class=""td-dd"">85</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"tripura","sipahijala","<div class=""td-dc"">2083</div><div class=""td-ddc""><span class=""skgm-inc""></span>36</div>","<div class=""td-dr"">1555</div><div class=""td-ddr""><span class=""skgm-inc""></span>11</div>","<div class=""td-da"">512</div>","<div class=""td-dd"">16</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"tripura","gomati","<div class=""td-dc"">1919</div><div class=""td-ddc""><span class=""skgm-inc""></span>38</div>","<div class=""td-dr"">1365</div><div class=""td-ddr""><span class=""skgm-inc""></span>26</div>","<div class=""td-da"">533</div>","<div class=""td-dd"">20</div><div class=""td-ddd""></div>"
"tripura","dhalai","<div class=""td-dc"">1705</div><div class=""td-ddc""><span class=""skgm-inc""></span>83</div>","<div class=""td-dr"">946</div><div class=""td-ddr""><span class=""skgm-inc""></span>30</div>","<div class=""td-da"">751</div>","<div class=""td-dd"">7</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"tripura","north tripura","<div class=""td-dc"">1449</div><div class=""td-ddc""><span class=""skgm-inc""></span>58</div>","<div class=""td-dr"">919</div><div class=""td-ddr""><span class=""skgm-inc""></span>23</div>","<div class=""td-da"">517</div>","<div class=""td-dd"">7</div><div class=""td-ddd""></div>"
"tripura","khowai","<div class=""td-dc"">1249</div><div class=""td-ddc""><span class=""skgm-inc""></span>21</div>","<div class=""td-dr"">810</div><div class=""td-ddr""><span class=""skgm-inc""></span>33</div>","<div class=""td-da"">426</div>","<div class=""td-dd"">13</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"tripura","south tripura","<div class=""td-dc"">1223</div><div class=""td-ddc""><span class=""skgm-inc""></span>86</div>","<div class=""td-dr"">647</div><div class=""td-ddr""><span class=""skgm-inc""></span>32</div>","<div class=""td-da"">565</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"tripura","unokoti","<div class=""td-dc"">979</div><div class=""td-ddc""><span class=""skgm-inc""></span>31</div>","<div class=""td-dr"">418</div><div class=""td-ddr""><span class=""skgm-inc""></span>39</div>","<div class=""td-da"">556</div>","<div class=""td-dd"">5</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"himachal pradesh","solan","<div class=""td-dc"">1839</div><div class=""td-ddc""><span class=""skgm-inc""></span>69</div>","<div class=""td-dr"">1318</div><div class=""td-ddr""><span class=""skgm-inc""></span>45</div>","<div class=""td-da"">503</div>","<div class=""td-dd"">15</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"himachal pradesh","kangra","<div class=""td-dc"">1232</div><div class=""td-ddc""><span class=""skgm-inc""></span>36</div>","<div class=""td-dr"">779</div><div class=""td-ddr""><span class=""skgm-inc""></span>18</div>","<div class=""td-da"">441</div>","<div class=""td-dd"">12</div><div class=""td-ddd""></div>"
"himachal pradesh","sirmaur","<div class=""td-dc"">1110</div><div class=""td-ddc""><span class=""skgm-inc""></span>40</div>","<div class=""td-dr"">860</div><div class=""td-ddr""><span class=""skgm-inc""></span>27</div>","<div class=""td-da"">246</div>","<div class=""td-dd"">4</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"himachal pradesh","hamirpur","<div class=""td-dc"">708</div><div class=""td-ddc""><span class=""skgm-inc""></span>28</div>","<div class=""td-dr"">516</div><div class=""td-ddr""><span class=""skgm-inc""></span>21</div>","<div class=""td-da"">187</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"himachal pradesh","una","<div class=""td-dc"">686</div><div class=""td-ddc""><span class=""skgm-inc""></span>49</div>","<div class=""td-dr"">426</div><div class=""td-ddr""></div>","<div class=""td-da"">255</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"himachal pradesh","chamba","<div class=""td-dc"">599</div><div class=""td-ddc""><span class=""skgm-inc""></span>48</div>","<div class=""td-dr"">403</div><div class=""td-ddr""><span class=""skgm-inc""></span>20</div>","<div class=""td-da"">189</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"himachal pradesh","mandi","<div class=""td-dc"">558</div><div class=""td-ddc""><span class=""skgm-inc""></span>4</div>","<div class=""td-dr"">386</div><div class=""td-ddr""></div>","<div class=""td-da"">164</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"himachal pradesh","shimla","<div class=""td-dc"">481</div><div class=""td-ddc""><span class=""skgm-inc""></span>19</div>","<div class=""td-dr"">282</div><div class=""td-ddr""></div>","<div class=""td-da"">186</div>","<div class=""td-dd"">8</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"himachal pradesh","bilaspur","<div class=""td-dc"">440</div><div class=""td-ddc""><span class=""skgm-inc""></span>15</div>","<div class=""td-dr"">283</div><div class=""td-ddr""><span class=""skgm-inc""></span>11</div>","<div class=""td-da"">157</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"himachal pradesh","kullu","<div class=""td-dc"">371</div><div class=""td-ddc""><span class=""skgm-inc""></span>7</div>","<div class=""td-dr"">256</div><div class=""td-ddr""></div>","<div class=""td-da"">115</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"himachal pradesh","kinnaur","<div class=""td-dc"">104</div><div class=""td-ddc""><span class=""skgm-inc""></span>1</div>","<div class=""td-dr"">70</div><div class=""td-ddr""></div>","<div class=""td-da"">34</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"himachal pradesh","lahaul and spiti","<div class=""td-dc"">19</div><div class=""td-ddc""></div>","<div class=""td-dr"">7</div><div class=""td-ddr""></div>","<div class=""td-da"">12</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"manipur","imphal west","<div class=""td-dc"">1791</div><div class=""td-ddc""><span class=""skgm-inc""></span>52</div>","<div class=""td-dr"">52</div><div class=""td-ddr""></div>","<div class=""td-da"">1732</div>","<div class=""td-dd"">7</div><div class=""td-ddd""></div>"
"manipur","capf personnel","<div class=""td-dc"">1196</div><div class=""td-ddc""><span class=""skgm-inc""></span>25</div>","<div class=""td-dr"">1063</div><div class=""td-ddr""><span class=""skgm-inc""></span>6</div>","<div class=""td-da"">132</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"manipur","thoubal","<div class=""td-dc"">740</div><div class=""td-ddc""><span class=""skgm-inc""></span>5</div>","<div class=""td-dr"">23</div><div class=""td-ddr""></div>","<div class=""td-da"">705</div>","<div class=""td-dd"">12</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"manipur","imphal east","<div class=""td-dc"">718</div><div class=""td-ddc""><span class=""skgm-inc""></span>53</div>","<div class=""td-dr"">16</div><div class=""td-ddr""></div>","<div class=""td-da"">693</div>","<div class=""td-dd"">9</div><div class=""td-ddd""></div>"
"manipur","churachandpur","<div class=""td-dc"">435</div><div class=""td-ddc""></div>","<div class=""td-dr"">58</div><div class=""td-ddr""></div>","<div class=""td-da"">376</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"manipur","kangpokpi","<div class=""td-dc"">344</div><div class=""td-ddc""><span class=""skgm-inc""></span>5</div>","<div class=""td-dr"">19</div><div class=""td-ddr""></div>","<div class=""td-da"">323</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"manipur","ukhrul","<div class=""td-dc"">304</div><div class=""td-ddc""><span class=""skgm-inc""></span>1</div>","<div class=""td-dr"">18</div><div class=""td-ddr""></div>","<div class=""td-da"">286</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"manipur","bishnupur","<div class=""td-dc"">278</div><div class=""td-ddc""><span class=""skgm-inc""></span>12</div>","<div class=""td-dr"">58</div><div class=""td-ddr""></div>","<div class=""td-da"">218</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"manipur","senapati","<div class=""td-dc"">272</div><div class=""td-ddc""><span class=""skgm-inc""></span>3</div>","<div class=""td-dr"">21</div><div class=""td-ddr""></div>","<div class=""td-da"">251</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"manipur","tamenglong","<div class=""td-dc"">263</div><div class=""td-ddc""></div>","<div class=""td-dr"">32</div><div class=""td-ddr""></div>","<div class=""td-da"">231</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"manipur","kakching","<div class=""td-dc"">217</div><div class=""td-ddc""><span class=""skgm-inc""></span>4</div>","<div class=""td-dr"">27</div><div class=""td-ddr""></div>","<div class=""td-da"">190</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"manipur","unknown","<div class=""td-dc"">210</div><div class=""td-ddc""></div>","<div class=""td-dr"">4092</div><div class=""td-ddr""></div>","<div class=""td-da"">-3884</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"manipur","kamjong","<div class=""td-dc"">159</div><div class=""td-ddc""></div>","<div class=""td-dr"">17</div><div class=""td-ddr""></div>","<div class=""td-da"">142</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"manipur","jiribam","<div class=""td-dc"">144</div><div class=""td-ddc""></div>","<div class=""td-dr"">2</div><div class=""td-ddr""></div>","<div class=""td-da"">142</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"manipur","chandel","<div class=""td-dc"">111</div><div class=""td-ddc""></div>","<div class=""td-dr"">4</div><div class=""td-ddr""></div>","<div class=""td-da"">103</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"manipur","tengnoupal","<div class=""td-dc"">78</div><div class=""td-ddc""></div>","<div class=""td-dr"">13</div><div class=""td-ddr""></div>","<div class=""td-da"">65</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
